--------- beginning of events
06-05 05:17:29.864  1319  3545 I wm_create_activity: [0,79093974,5552,com.fitbit.FitbitMobile/com.fitbit.morningbrief.MorningBriefActivity,android.intent.action.VIEW_LOCUS,NULL,NULL,276856832]
06-05 05:17:29.864  1319  3545 I wm_task_moved: [5552,5552,0,1,14]
06-05 05:17:29.865  1319  3545 I wm_pause_activity: [0,108490809,com.google.android.wearable.sysui/.mainui.activity.SysUiActivity,userLeaving=true,pauseBackTasks]
06-05 05:17:29.881  4661  4661 I wm_on_top_resumed_lost_called: [108490809,com.google.android.wearable.sysui.mainui.activity.SysUiActivity,topStateChangedWhenResumed]
06-05 05:17:29.884  4661  4661 I wm_on_paused_called: [108490809,com.google.android.wearable.sysui.mainui.activity.SysUiActivity,performPause,1]
06-05 05:17:29.887  1319  3584 I wm_add_to_stopping: [0,108490809,com.google.android.wearable.sysui/.mainui.activity.SysUiActivity,makeInvisible]
06-05 05:17:29.887  1319  3584 I wm_restart_activity: [0,79093974,5552,com.fitbit.FitbitMobile/com.fitbit.morningbrief.MorningBriefActivity]
06-05 05:17:29.889  1319  3584 I wm_set_resumed_activity: [0,com.fitbit.FitbitMobile/com.fitbit.morningbrief.MorningBriefActivity,realStartActivityLocked - onActivityStateChanged]
06-05 05:17:29.891  1319  1586 I sysui_multi_action: [757,803,799,window_time_0,802,21]
06-05 05:17:29.895  1319  1591 I input_focus: [Requesting to set focus to null window,reason=UpdateInputWindows]
06-05 05:17:29.933  1319  2082 I input_focus: [Focus leaving 3b344d3 com.google.android.wearable.sysui/com.google.android.wearable.sysui.mainui.activity.SysUiActivity,reason=NO_WINDOW]
06-05 05:17:30.044  4536  4553 I viewroot_draw_event: [VRI[FitbitMobile],reportDrawFinished seqId=0]
06-05 05:17:30.107  5574  5574 I wm_on_create_called: [79093974,com.fitbit.morningbrief.MorningBriefActivity,performCreate,131]
06-05 05:17:30.133  5574  5574 I wm_on_start_called: [79093974,com.fitbit.morningbrief.MorningBriefActivity,handleStartActivity,2]
06-05 05:17:30.150  5574  5574 I wm_on_resume_called: [79093974,com.fitbit.morningbrief.MorningBriefActivity,RESUME_ACTIVITY,13]
06-05 05:17:30.186  1319  1319 I sysui_multi_action: [757,128,758,5,759,8,793,5749,794,0,795,5749,796,12351235,797,NL_mb_entrypoint,806,com.fitbit.FitbitMobile,857,Morning Brief Channel,858,4,946,0|com.fitbit.FitbitMobile|g-94e21947,947,0,1500,5535,1688,1]
06-05 05:17:30.190  1319  1319 I notification_canceled: [0|com.fitbit.FitbitMobile|12351235|NL_mb_entrypoint|10107,8,5749,5749,0,-1,-1,NULL]
06-05 05:17:30.237  1319  1319 I sysui_multi_action: [757,128,758,5,759,8,793,18338,794,0,795,18338,796,12341234,797,NL_mb_entrypoint,806,com.fitbit.FitbitMobile,857,Morning Brief Channel,858,4,946,0|com.fitbit.FitbitMobile|g-94e21947,947,0,1500,18129,1641,workout,1688,1]
06-05 05:17:30.254  1319  1319 I notification_canceled: [0|com.fitbit.FitbitMobile|12341234|NL_mb_entrypoint|10107,8,18338,18338,0,-1,-1,NULL]
06-05 05:17:30.271  5574  5574 I wm_on_top_resumed_gained_called: [79093974,com.fitbit.morningbrief.MorningBriefActivity,topStateChangedWhenResumed]
06-05 05:17:30.284  1319  1591 I input_focus: [Focus request ac27bc8 com.fitbit.FitbitMobile/com.fitbit.morningbrief.MorningBriefActivity,reason=UpdateInputWindows]
06-05 05:17:30.318  5574  5574 I viewroot_draw_event: [VRI[MorningBriefActivity],Canceling draw. cancelDueToPreDrawListener=true cancelDueToSync=false]
06-05 05:17:30.318  1319  1319 I sysui_multi_action: [757,128,758,5,759,16,793,5643,794,0,795,5643,796,0,797,0|com.fitbit.FitbitMobile|g:Aggregate_AlertingSection,806,com.fitbit.FitbitMobile,857,Morning Brief Channel,858,4,946,0|com.fitbit.FitbitMobile|g-94e21947,947,1,1500,5643,1688,1]
06-05 05:17:30.321  1319  1319 I notification_canceled: [0|com.fitbit.FitbitMobile|0|0|com.fitbit.FitbitMobile|g:Aggregate_AlertingSection|10107|0|com.fitbit.FitbitMobile|g:Aggregate_AlertingSection,16,5643,5643,0,-1,-1,NULL]
06-05 05:17:30.632  1319  1591 I wm_wallpaper_surface: [0,0,null]
06-05 05:17:30.633  4661  4661 I viewroot_draw_event: [VRI[SysUiActivity],Not drawing due to not visible. Reason=!mAppVisible && !mForceDecorViewVisibility]
06-05 05:17:30.648  4661  4661 I viewroot_draw_event: [VRI[],Start draw after previous draw not visible]
06-05 05:17:31.041  1319  3584 I am_uid_active: 10104
06-05 05:17:31.042  5574  5574 I viewroot_draw_event: [VRI[MorningBriefActivity],Draw frame after cancel]
06-05 05:17:31.066  1319  2072 I am_unfreeze: [8276,com.google.android.apps.weather,6]
06-05 05:17:31.185  5574  5574 I viewroot_draw_event: [VRI[MorningBriefActivity],reportDrawFinished seqId=0]
06-05 05:17:31.224  1319  2082 I input_focus: [Focus entering ac27bc8 com.fitbit.FitbitMobile/com.fitbit.morningbrief.MorningBriefActivity,reason=Window became focusable. Previous reason: NOT_VISIBLE]
06-05 05:17:31.235  4536  4552 I jank_cuj_events_begin_request: [39,1780651051211400000,507193083244334,53445645222307,]
06-05 05:17:31.356  1319  1586 I sysui_multi_action: [319,209,321,200,322,1348,325,53444,757,761,758,8,759,1,806,com.fitbit.FitbitMobile,871,com.fitbit.morningbrief.MorningBriefActivity,904,com.fitbit.FitbitMobile,905,0,1320,8,1321,5]
06-05 05:17:31.367  1319  3545 I wm_stop_activity: [0,108490809,com.google.android.wearable.sysui/.mainui.activity.SysUiActivity]
06-05 05:17:31.400  1319  1586 I wm_activity_launch_time: [0,79093974,com.fitbit.FitbitMobile/com.fitbit.morningbrief.MorningBriefActivity,1348]
06-05 05:17:31.421  4661  4661 I wm_on_stop_called: [108490809,com.google.android.wearable.sysui.mainui.activity.SysUiActivity,STOP_ACTIVITY_ITEM,12]
06-05 05:17:31.485  1319  2201 I cell_radio_power_change_event: [0,OFF_PROXY_CONNECTED:PROXY_CONNECTED_UPDATE,1780651051482]
06-05 05:17:31.526  4536  4552 I jank_cuj_events_end_request: [39,1780651051522996000,507193394841157,53445956819026]
06-05 05:17:31.541  4536  4553 I viewroot_draw_event: [VRI[FitbitMobile],Not drawing due to not visible. Reason=View.GONE]
06-05 05:17:32.399  1319  2082 I input_interaction: Interaction with: ac27bc8 com.fitbit.FitbitMobile/com.fitbit.morningbrief.MorningBriefActivity, PointerEventDispatcher0, 
06-05 05:17:33.235  1319  3583 I battery_level: [87,4168,322]
06-05 05:17:33.493  1319  1997 I am_cpu  : [1,0,init,67660,20,70]
06-05 05:17:33.494  1319  1997 I am_cpu  : [16,0,rcu_preempt,67660,0,80]
06-05 05:17:33.494  1319  1997 I am_cpu  : [17,0,rcuog/0,67660,0,50]
06-05 05:17:33.495  1319  1997 I am_cpu  : [18,0,rcuop/0,67660,0,80]
06-05 05:17:33.495  1319  1997 I am_cpu  : [20,0,rcu_exp_gp_kthread_worker,67660,0,10]
06-05 05:17:33.495  1319  1997 I am_cpu  : [27,0,migration/1,2299012,0,10]
06-05 05:17:33.495  1319  1997 I am_cpu  : [28,0,ksoftirqd/1,129092,0,40]
06-05 05:17:33.495  1319  1997 I am_cpu  : [31,0,rcuop/1,67660,0,70]
06-05 05:17:33.495  1319  1997 I am_cpu  : [38,0,rcuog/2,67660,0,40]
06-05 05:17:33.495  1319  1997 I am_cpu  : [39,0,rcuop/2,67660,0,100]
06-05 05:17:33.495  1319  1997 I am_cpu  : [43,0,ksoftirqd/3,67660,0,310]
06-05 05:17:33.495  1319  1997 I am_cpu  : [46,0,rcuop/3,67660,0,60]
06-05 05:17:33.495  1319  1997 I am_cpu  : [49,0,khungtaskd,723307,0,10]
06-05 05:17:33.495  1319  1997 I am_cpu  : [52,0,kcompactd0,67660,0,100]
06-05 05:17:33.496  1319  1997 I am_cpu  : [62,0,kswapd0,67660,0,12220]
06-05 05:17:33.496  1319  1997 I am_cpu  : [71,0,dmabuf-deferred-free-worker,67660,0,30]
06-05 05:17:33.496  1319  1997 I am_cpu  : [82,0,qcom,system-pool-refill-thread,2148743,0,10]
06-05 05:17:33.496  1319  1997 I am_cpu  : [92,0,glink-rpm_requests,67660,0,650]
06-05 05:17:33.496  1319  1997 I am_cpu  : [127,0,irq/102-4744000.sdhci,67661,0,10]
06-05 05:17:33.496  1319  1997 I am_cpu  : [128,0,kgsl-events,67660,0,240]
06-05 05:17:33.496  1319  1997 I am_cpu  : [137,0,kgsl_dispatcher,67660,0,540]
06-05 05:17:33.496  1319  1997 I am_cpu  : [138,0,crtc_commit:87,67660,0,890]
06-05 05:17:33.496  1319  1997 I am_cpu  : [139,0,crtc_event:87,67661,0,290]
06-05 05:17:33.496  1319  1997 I am_cpu  : [215,0,init,67662,10,10]
06-05 05:17:33.496  1319  1997 I am_cpu  : [216,0,ueventd,67663,30,50]
06-05 05:17:33.496  1319  1997 I am_cpu  : [328,1013,audioadsprpcd,129088,0,10]
06-05 05:17:33.496  1319  1997 I am_cpu  : [329,1036,logd,67666,650,1610]
06-05 05:17:33.496  1319  1997 I am_cpu  : [330,1069,lmkd,67665,60,220]
06-05 05:17:33.496  1319  1997 I am_cpu  : [331,1000,servicemanager,67665,60,60]
06-05 05:17:33.496  1319  1997 I am_cpu  : [338,1000,qseecomd,67666,0,20]
06-05 05:17:33.496  1319  1997 I am_cpu  : [340,1000,android.hardwar,129088,10,590]
06-05 05:17:33.496  1319  1997 I am_cpu  : [355,0,binder:355_2,67666,0,20]
06-05 05:17:33.496  1319  1997 I am_cpu  : [391,0,irq/125-4520300.qcom,bwmon-ddr,67667,0,410]
06-05 05:17:33.496  1319  1997 I am_cpu  : [413,0,autobahn_proxy,67666,0,430]
06-05 05:17:33.496  1319  1997 I am_cpu  : [414,0,autobahn_mac_initiator,67666,0,2330]
06-05 05:17:33.496  1319  1997 I am_cpu  : [422,0,gbms_virt_stora,67666,0,10]
06-05 05:17:33.496  1319  1997 I am_cpu  : [425,1000,pixelstats-vend,67666,20,40]
06-05 05:17:33.496  1319  1997 I am_cpu  : [426,0,wdcd,67667,0,10]
06-05 05:17:33.496  1319  1997 I am_cpu  : [430,1000,android.system.,67667,100,1330]
06-05 05:17:33.496  1319  1997 I am_cpu  : [431,1017,binder:431_2,129089,50,100]
06-05 05:17:33.496  1319  1997 I am_cpu  : [447,1027,android.hardwar,380767,20,80]
06-05 05:17:33.497  1319  1997 I am_cpu  : [517,0,f2fs_ckpt-254:57,67672,0,60]
06-05 05:17:33.497  1319  1997 I am_cpu  : [526,0,android.hardwar,67672,10,80]
06-05 05:17:33.497  1319  1997 I am_cpu  : [531,1000,surfaceflinger,67673,9340,6500]
06-05 05:17:33.497  1319  1997 I am_cpu  : [533,1000,binder:533_2,67672,30,120]
06-05 05:17:33.497  1319  1997 I am_cpu  : [539,1000,binder:539_2,67673,2200,3010]
06-05 05:17:33.497  1319  1997 I am_cpu  : [556,1058,tombstoned,233556,0,10]
06-05 05:17:33.497  1319  1997 I am_cpu  : [708,1001,binder:708_2,67678,10,0]
06-05 05:17:33.497  1319  1997 I am_cpu  : [710,0,binder:710_2,67678,220,220]
06-05 05:17:33.497  1319  1997 I am_cpu  : [739,0,binder:739_3,67679,80,240]
06-05 05:17:33.497  1319  1997 I am_cpu  : [741,1066,binder:741_3,67679,460,340]
06-05 05:17:33.497  1319  1997 I am_cpu  : [742,0,main,67680,0,90]
06-05 05:17:33.497  1319  1997 I am_cpu  : [755,0,irq/152-cs40l26 IRQ1 Controller,67680,0,70]
06-05 05:17:33.497  1319  1997 I am_cpu  : [805,0,irq/208-pixart_pat9xxx_irq,67681,0,20]
06-05 05:17:33.497  1319  1997 I am_cpu  : [826,0,irq/215-raydium_ts,279728,0,250]
06-05 05:17:33.497  1319  1997 I am_cpu  : [889,1000,ssgtzd,67682,0,10]
06-05 05:17:33.497  1319  1997 I am_cpu  : [890,1000,diag-router,67683,10,30]
06-05 05:17:33.497  1319  1997 I am_cpu  : [892,1002,binder:892_2,67682,930,1210]
06-05 05:17:33.497  1319  1997 I am_cpu  : [897,1080,android.hardwar,67683,10,40]
06-05 05:17:33.497  1319  1997 I am_cpu  : [908,1021,binder:908_2,67683,10,30]
06-05 05:17:33.497  1319  1997 I am_cpu  : [909,1000,android.hardwar,67684,20,50]
06-05 05:17:33.497  1319  1997 I am_cpu  : [911,1000,android.hardwar,67683,20,80]
06-05 05:17:33.497  1319  1997 I am_cpu  : [912,1000,android.hardwar,67684,0,20]
06-05 05:17:33.497  1319  1997 I am_cpu  : [933,1001,vendor.google.r,67685,0,20]
06-05 05:17:33.498  1319  1997 I am_cpu  : [937,1000,binder:937_2,67686,0,10]
06-05 05:17:33.500  1319  1997 I am_cpu  : [949,1000,binder:949_2,67686,120,120]
06-05 05:17:33.500  1319  1997 I am_cpu  : [1039,2903,tftp_server,187572,0,10]
06-05 05:17:33.500  1319  1997 I am_cpu  : [1199,9999,traced_probes,67689,0,10]
06-05 05:17:33.500  1319  1997 I am_cpu  : [1204,9999,traced,67690,0,20]
06-05 05:17:33.500  1319  1997 I am_cpu  : [1211,1000,android.hardwar,67689,30,80]
06-05 05:17:33.501  1319  1997 I am_cpu  : [1268,1013,mediametrics,129089,0,10]
06-05 05:17:33.501  1319  1997 I am_cpu  : [1278,0,storaged,129086,10,10]
06-05 05:17:33.501  1319  1997 I am_cpu  : [1281,0,sysproxyd,67697,10,60]
06-05 05:17:33.501  1319  1997 I am_cpu  : [1286,1000,binder:1286_4,67697,0,20]
06-05 05:17:33.501  1319  1997 I am_cpu  : [1292,1001,binder:1292_2,67698,10,80]
06-05 05:17:33.501  1319  1997 I am_cpu  : [1300,1001,port-bridge,67698,0,10]
06-05 05:17:33.501  1319  1997 I am_cpu  : [1310,1001,binder:1310_2,67698,0,20]
06-05 05:17:33.501  1319  1997 I am_cpu  : [1315,1000,adsprpcd,67699,0,10]
06-05 05:17:33.501  1319  1997 I am_cpu  : [1319,1000,system_server,67699,7200,6570]
06-05 05:17:33.501  1319  1997 I am_cpu  : [1368,1021,xtra-daemon,67701,0,10]
06-05 05:17:33.501  1319  1997 I am_cpu  : [1376,1080,chre,67701,70,180]
06-05 05:17:33.501  1319  1997 I am_cpu  : [1390,1001,main,67700,10,50]
06-05 05:17:33.501  1319  1997 I am_cpu  : [1410,1000,binder:1410_2,380799,70,150]
06-05 05:17:33.501  1319  1997 I am_cpu  : [1564,1036,logcat,67701,640,440]
06-05 05:17:33.501  1319  1997 I am_cpu  : [1577,1000,hvdcp_opti,67701,10,60]
06-05 05:17:33.501  1319  1997 I am_cpu  : [1585,1000,android.hardwar,67701,10,150]
06-05 05:17:33.501  1319  1997 I am_cpu  : [1868,1000,android.hardwar,67702,60,150]
06-05 05:17:33.501  1319  1997 I am_cpu  : [1992,0,psimon,67702,0,30]
06-05 05:17:33.501  1319  1997 I am_cpu  : [2250,1000,e.wear.services,67703,770,460]
06-05 05:17:33.501  1319  1997 I am_cpu  : [2309,10124,e.watchface.rwf,67703,12670,2830]
06-05 05:17:33.501  1319  1997 I am_cpu  : [2339,1073,rkstack.process,67702,180,170]
06-05 05:17:33.501  1319  1997 I am_cpu  : [2355,1002,droid.bluetooth,67703,1090,1090]
06-05 05:17:33.501  1319  1997 I am_cpu  : [2375,10149,elsystemservice,67703,0,10]
06-05 05:17:33.501  1319  1997 I am_cpu  : [2398,2918,.cacertservice,67703,0,10]
06-05 05:17:33.501  1319  1997 I am_cpu  : [2421,10153,oid.grilservice,67703,10,30]
06-05 05:17:33.501  1319  1997 I am_cpu  : [2424,10148,.codeaurora.ims,67703,30,60]
06-05 05:17:33.501  1319  1997 I am_cpu  : [2436,10147,talkey.timesync,67704,0,10]
06-05 05:17:33.501  1319  1997 I am_cpu  : [2462,1068,com.android.se,67704,10,20]
06-05 05:17:33.501  1319  1997 I am_cpu  : [2508,1001,.dataservices,67704,0,10]
06-05 05:17:33.501  1319  1997 I am_cpu  : [2521,1027,gle.android.nfc,67704,40,160]
06-05 05:17:33.501  1319  1997 I am_cpu  : [2522,10098,qtidataservices,67705,0,30]
06-05 05:17:33.501  1319  1997 I am_cpu  : [2540,1001,m.android.phone,67704,500,350]
06-05 05:17:33.501  1319  1997 I am_cpu  : [2810,0,msm_irqbalance,67705,20,30]
06-05 05:17:33.501  1319  1997 I am_cpu  : [2838,0,thermal-engine-,67705,20,70]
06-05 05:17:33.502  1319  1997 I am_cpu  : [2970,10116,roid.apps.scone,67705,60,210]
